forecaster,cycle,date,state,call,class,incumbent,source,url,notes
Cook,2012,12/22/11,TX,Solid R,i,,Harry's Spreadsheet,,
Cook,2012,12/22/11,UT,Solid R,i,,Harry's Spreadsheet,,
Cook,2012,12/22/11,VA,Toss-up,i,,Harry's Spreadsheet,,
Cook,2012,12/22/11,VT,Solid D,i,,Harry's Spreadsheet,,
Cook,2012,12/22/11,WA,Likely D,i,,Harry's Spreadsheet,,
Cook,2012,12/22/11,WI,Toss-up,i,,Harry's Spreadsheet,,
Cook,2012,12/22/11,WV,Likely D,i,,Harry's Spreadsheet,,
Cook,2012,12/22/11,WY,Solid R,i,,Harry's Spreadsheet,,
Cook,2012,12/28/11,AZ,Likely R,i,,Harry's Spreadsheet,,
Cook,2012,12/28/11,CA,Solid D,i,,Harry's Spreadsheet,,
Cook,2012,12/28/11,CT,Likely D,i,,Harry's Spreadsheet,,
Cook,2012,12/28/11,DE,Solid D,i,,Harry's Spreadsheet,,
Cook,2012,12/28/11,FL,Lean D,i,,Harry's Spreadsheet,,
Cook,2012,12/28/11,HI,Toss-up,i,,Harry's Spreadsheet,,
Cook,2012,12/28/11,IN,Likely R,i,,Harry's Spreadsheet,,
Cook,2012,12/28/11,MA,Toss-up,i,,Harry's Spreadsheet,,
Cook,2012,12/28/11,MD,Solid D,i,,Harry's Spreadsheet,,
Cook,2012,12/28/11,ME,Likely R,i,,Harry's Spreadsheet,,
Cook,2012,12/28/11,MI,Likely D,i,,Harry's Spreadsheet,,
Cook,2012,12/28/11,MN,Solid D,i,,Harry's Spreadsheet,,
Cook,2012,12/28/11,MO,Toss-up,i,,Harry's Spreadsheet,,
Cook,2012,12/28/11,MS,Solid R,i,,Harry's Spreadsheet,,
Cook,2012,12/28/11,MT,Toss-up,i,,Harry's Spreadsheet,,
Cook,2012,12/28/11,ND,Toss-up,i,,Harry's Spreadsheet,,
Cook,2012,12/28/11,NE,Likely R,i,,Harry's Spreadsheet,,
Cook,2012,12/28/11,NJ,Solid D,i,,Harry's Spreadsheet,,
Cook,2012,12/28/11,NM,Toss-up,i,,Harry's Spreadsheet,,
Cook,2012,12/28/11,NV,Toss-up,i,,Harry's Spreadsheet,,
Cook,2012,12/28/11,NY,Solid D,i,,Harry's Spreadsheet,,
Cook,2012,12/28/11,OH,Lean D,i,,Harry's Spreadsheet,,
Cook,2012,12/28/11,PA,Likely D,i,,Harry's Spreadsheet,,
Cook,2012,12/28/11,RI,Solid D,i,,Harry's Spreadsheet,,
Cook,2012,12/28/11,TN,Solid R,i,,Harry's Spreadsheet,,
Cook,2012,12/28/11,TX,Solid R,i,,Harry's Spreadsheet,,
Cook,2012,12/28/11,UT,Solid R,i,,Harry's Spreadsheet,,
Cook,2012,12/28/11,VA,Toss-up,i,,Harry's Spreadsheet,,
Cook,2012,12/28/11,VT,Solid D,i,,Harry's Spreadsheet,,
Cook,2012,12/28/11,WA,Likely D,i,,Harry's Spreadsheet,,
Cook,2012,12/28/11,WI,Toss-up,i,,Harry's Spreadsheet,,
Cook,2012,12/28/11,WV,Likely D,i,,Harry's Spreadsheet,,
Cook,2012,12/28/11,WY,Solid R,i,,Harry's Spreadsheet,,
Cook,2012,12/7/10,AZ,Solid R,i,,Harry's Spreadsheet,,
Cook,2012,12/7/10,CA,Solid D,i,,Harry's Spreadsheet,,
Cook,2012,12/7/10,CT,Lean D,i,,Harry's Spreadsheet,,
Cook,2012,12/7/10,DE,Solid D,i,,Harry's Spreadsheet,,
Cook,2012,12/7/10,FL,Lean D,i,,Harry's Spreadsheet,,
Cook,2012,12/7/10,HI,Solid D,i,,Harry's Spreadsheet,,
Cook,2012,12/7/10,IN,Solid R,i,,Harry's Spreadsheet,,
Cook,2012,12/7/10,MA,Toss-up,i,,Harry's Spreadsheet,,
Cook,2012,12/7/10,MD,Solid D,i,,Harry's Spreadsheet,,
Cook,2012,12/7/10,ME,Likely R,i,,Harry's Spreadsheet,,
Cook,2012,12/7/10,MI,Likely D,i,,Harry's Spreadsheet,,
Cook,2012,12/7/10,MN,Solid D,i,,Harry's Spreadsheet,,
Cook,2012,12/7/10,MO,Lean D,i,,Harry's Spreadsheet,,
Cook,2012,12/7/10,MS,Solid R,i,,Harry's Spreadsheet,,
Cook,2012,12/7/10,MT,Likely D,i,,Harry's Spreadsheet,,
Cook,2012,12/7/10,ND,Likely D,i,,Harry's Spreadsheet,,
Cook,2012,12/7/10,NE,Toss-up,i,,Harry's Spreadsheet,,
Cook,2012,12/7/10,NJ,Solid D,i,,Harry's Spreadsheet,,
Cook,2012,12/7/10,NM,Solid D,i,,Harry's Spreadsheet,,
Cook,2012,12/7/10,NV,Toss-up,i,,Harry's Spreadsheet,,
Cook,2012,12/7/10,NY,Solid D,i,,Harry's Spreadsheet,,
Cook,2012,12/7/10,OH,Lean D,i,,Harry's Spreadsheet,,
Cook,2012,12/7/10,PA,Likely D,i,,Harry's Spreadsheet,,
Cook,2012,12/7/10,RI,Solid D,i,,Harry's Spreadsheet,,
Cook,2012,12/7/10,TN,Solid R,i,,Harry's Spreadsheet,,
Cook,2012,12/7/10,TX,Solid R,i,,Harry's Spreadsheet,,
Cook,2012,12/7/10,UT,Solid R,i,,Harry's Spreadsheet,,
Cook,2012,12/7/10,VA,Toss-up,i,,Harry's Spreadsheet,,
Cook,2012,12/7/10,VT,Solid D,i,,Harry's Spreadsheet,,
Cook,2012,12/7/10,WA,Likely D,i,,Harry's Spreadsheet,,
Cook,2012,12/7/10,WI,Solid D,i,,Harry's Spreadsheet,,
Cook,2012,12/7/10,WV,Toss-up,i,,Harry's Spreadsheet,,
Cook,2012,12/7/10,WY,Solid R,i,,Harry's Spreadsheet,,
Cook,2012,12/8/10,AZ,Solid R,i,,Harry's Spreadsheet + Scrape,,
Cook,2012,12/8/10,CA,Solid D,i,,Harry's Spreadsheet + Scrape,,
Cook,2012,12/8/10,CT,Lean D,i,,Harry's Spreadsheet + Scrape,,
Cook,2012,12/8/10,DE,Solid D,i,,Harry's Spreadsheet + Scrape,,
Cook,2012,12/8/10,FL,Lean D,i,,Harry's Spreadsheet + Scrape,,
Cook,2012,12/8/10,HI,Solid D,i,,Harry's Spreadsheet + Scrape,,
Cook,2012,12/8/10,IN,Solid R,i,,Harry's Spreadsheet + Scrape,,
Cook,2012,12/8/10,MA,Toss-up,i,,Harry's Spreadsheet + Scrape,,
Cook,2012,12/8/10,MD,Solid D,i,,Harry's Spreadsheet + Scrape,,
Cook,2012,12/8/10,ME,Likely R,i,,Harry's Spreadsheet + Scrape,,
Cook,2012,12/8/10,MI,Likely D,i,,Harry's Spreadsheet + Scrape,,
Cook,2012,12/8/10,MN,Solid D,i,,Harry's Spreadsheet + Scrape,,
Cook,2012,12/8/10,MO,Lean D,i,,Harry's Spreadsheet + Scrape,,
Cook,2012,12/8/10,MS,Solid R,i,,Harry's Spreadsheet + Scrape,,
Cook,2012,12/8/10,MT,Likely D,i,,Harry's Spreadsheet + Scrape,,
Cook,2012,12/8/10,ND,Likely D,i,,Harry's Spreadsheet + Scrape,,
Cook,2012,12/8/10,NE,Toss-up,i,,Harry's Spreadsheet + Scrape,,
Cook,2012,12/8/10,NJ,Solid D,i,,Harry's Spreadsheet + Scrape,,
Cook,2012,12/8/10,NM,Solid D,i,,Harry's Spreadsheet + Scrape,,
Cook,2012,12/8/10,NV,Toss-up,i,,Harry's Spreadsheet + Scrape,,
Cook,2012,12/8/10,NY,Solid D,i,,Harry's Spreadsheet + Scrape,,"Harry's Spreadsheet SAYS SOLID D, NO RATING ON SCRAPE"
Cook,2012,12/8/10,OH,Lean D,i,,Harry's Spreadsheet + Scrape,,
Cook,2012,12/8/10,PA,Likely D,i,,Harry's Spreadsheet + Scrape,,
Cook,2012,12/8/10,RI,Solid D,i,,Harry's Spreadsheet + Scrape,,
Cook,2012,12/8/10,TN,Solid R,i,,Harry's Spreadsheet + Scrape,,
Cook,2012,12/8/10,TX,Solid R,i,,Harry's Spreadsheet + Scrape,,
Cook,2012,12/8/10,UT,Solid R,i,,Harry's Spreadsheet + Scrape,,
Cook,2012,12/8/10,VA,Toss-up,i,,Harry's Spreadsheet + Scrape,,"Harry's Spreadsheet SAYS TOSS-UP, SCRAPE SAYS LEAN-D https://www.cookpolitical.com/ratings/senate-race-ratings/139091"
Cook,2012,12/8/10,VT,Solid D,i,,Harry's Spreadsheet + Scrape,,
Cook,2012,12/8/10,WA,Likely D,i,,Harry's Spreadsheet + Scrape,,
Cook,2012,12/8/10,WI,Solid D,i,,Harry's Spreadsheet + Scrape,,
Cook,2012,12/8/10,WV,Toss-up,i,,Harry's Spreadsheet + Scrape,,
Cook,2012,12/8/10,WY,Solid R,i,,Harry's Spreadsheet + Scrape,,
Cook,2012,2/1/11,AZ,Solid R,i,,Harry's Spreadsheet,,
Cook,2012,2/1/11,CA,Solid D,i,,Harry's Spreadsheet,,
Cook,2012,2/1/11,CT,Likely D,i,,Harry's Spreadsheet,,
Cook,2012,2/1/11,DE,Solid D,i,,Harry's Spreadsheet,,
Cook,2012,2/1/11,FL,Lean D,i,,Harry's Spreadsheet,,
Cook,2012,2/1/11,HI,Solid D,i,,Harry's Spreadsheet,,
Cook,2012,2/1/11,IN,Solid R,i,,Harry's Spreadsheet,,
Cook,2012,2/1/11,MA,Toss-up,i,,Harry's Spreadsheet,,
Cook,2012,2/1/11,MD,Solid D,i,,Harry's Spreadsheet,,
Cook,2012,2/1/11,ME,Likely R,i,,Harry's Spreadsheet,,
Cook,2012,2/1/11,MI,Likely D,i,,Harry's Spreadsheet,,
Cook,2012,2/1/11,MN,Solid D,i,,Harry's Spreadsheet,,
Cook,2012,2/1/11,MO,Lean D,i,,Harry's Spreadsheet,,
Cook,2012,2/1/11,MS,Solid R,i,,Harry's Spreadsheet,,
Cook,2012,2/1/11,MT,Toss-up,i,,Harry's Spreadsheet,,
Cook,2012,2/1/11,ND,Toss-up,i,,Harry's Spreadsheet,,
Cook,2012,2/1/11,NE,Toss-up,i,,Harry's Spreadsheet,,
Cook,2012,2/1/11,NJ,Solid D,i,,Harry's Spreadsheet,,
Cook,2012,2/1/11,NM,Solid D,i,,Harry's Spreadsheet,,
Cook,2012,2/1/11,NV,Toss-up,i,,Harry's Spreadsheet,,
Cook,2012,2/1/11,NY,Solid D,i,,Harry's Spreadsheet,,
Cook,2012,2/1/11,OH,Lean D,i,,Harry's Spreadsheet,,
Cook,2012,2/1/11,PA,Likely D,i,,Harry's Spreadsheet,,
Cook,2012,2/1/11,RI,Solid D,i,,Harry's Spreadsheet,,
Cook,2012,2/1/11,TN,Solid R,i,,Harry's Spreadsheet,,
Cook,2012,2/1/11,TX,Likely R,i,,Harry's Spreadsheet,,
Cook,2012,2/1/11,UT,Solid R,i,,Harry's Spreadsheet,,
Cook,2012,2/1/11,VA,Toss-up,i,,Harry's Spreadsheet,,
Cook,2012,2/1/11,VT,Solid D,i,,Harry's Spreadsheet,,
Cook,2012,2/1/11,WA,Likely D,i,,Harry's Spreadsheet,,
Cook,2012,2/1/11,WI,Solid D,i,,Harry's Spreadsheet,,
Cook,2012,2/1/11,WV,Toss-up,i,,Harry's Spreadsheet,,
Cook,2012,2/1/11,WY,Solid R,i,,Harry's Spreadsheet,,
Cook,2012,2/10/11,AZ,Likely R,i,,Harry's Spreadsheet,,
Cook,2012,2/10/11,CA,Solid D,i,,Harry's Spreadsheet,,
Cook,2012,2/10/11,CT,Likely D,i,,Harry's Spreadsheet,,
Cook,2012,2/10/11,DE,Solid D,i,,Harry's Spreadsheet,,
Cook,2012,2/10/11,FL,Lean D,i,,Harry's Spreadsheet,,
Cook,2012,2/10/11,HI,Solid D,i,,Harry's Spreadsheet,,
Cook,2012,2/10/11,IN,Solid R,i,,Harry's Spreadsheet,,
Cook,2012,2/10/11,MA,Toss-up,i,,Harry's Spreadsheet,,
Cook,2012,2/10/11,MD,Solid D,i,,Harry's Spreadsheet,,
Cook,2012,2/10/11,ME,Likely R,i,,Harry's Spreadsheet,,
Cook,2012,2/10/11,MI,Likely D,i,,Harry's Spreadsheet,,
Cook,2012,2/10/11,MN,Solid D,i,,Harry's Spreadsheet,,
Cook,2012,2/10/11,MO,Lean D,i,,Harry's Spreadsheet,,
Cook,2012,2/10/11,MS,Solid R,i,,Harry's Spreadsheet,,
Cook,2012,2/10/11,MT,Toss-up,i,,Harry's Spreadsheet,,
Cook,2012,2/10/11,ND,Toss-up,i,,Harry's Spreadsheet,,
Cook,2012,2/10/11,NE,Toss-up,i,,Harry's Spreadsheet,,
Cook,2012,2/10/11,NJ,Solid D,i,,Harry's Spreadsheet,,
Cook,2012,2/10/11,NM,Solid D,i,,Harry's Spreadsheet,,
Cook,2012,2/10/11,NV,Toss-up,i,,Harry's Spreadsheet,,
Cook,2012,2/10/11,NY,Solid D,i,,Harry's Spreadsheet,,
Cook,2012,2/10/11,OH,Lean D,i,,Harry's Spreadsheet,,
Cook,2012,2/10/11,PA,Likely D,i,,Harry's Spreadsheet,,
Cook,2012,2/10/11,RI,Solid D,i,,Harry's Spreadsheet,,
Cook,2012,2/10/11,TN,Solid R,i,,Harry's Spreadsheet,,
Cook,2012,2/10/11,TX,Likely R,i,,Harry's Spreadsheet,,
Cook,2012,2/10/11,UT,Solid R,i,,Harry's Spreadsheet,,
Cook,2012,2/10/11,VA,Toss-up,i,,Harry's Spreadsheet,,
Cook,2012,2/10/11,VT,Solid D,i,,Harry's Spreadsheet,,
Cook,2012,2/10/11,WA,Likely D,i,,Harry's Spreadsheet,,
Cook,2012,2/10/11,WI,Solid D,i,,Harry's Spreadsheet,,
Cook,2012,2/10/11,WV,Toss-up,i,,Harry's Spreadsheet,,
Cook,2012,2/10/11,WY,Solid R,i,,Harry's Spreadsheet,,
Cook,2012,2/18/11,AZ,Likely R,i,,Harry's Spreadsheet,,
Cook,2012,2/18/11,CA,Solid D,i,,Harry's Spreadsheet,,
Cook,2012,2/18/11,CT,Likely D,i,,Harry's Spreadsheet,,
Cook,2012,2/18/11,DE,Solid D,i,,Harry's Spreadsheet,,
Cook,2012,2/18/11,FL,Lean D,i,,Harry's Spreadsheet,,
Cook,2012,2/18/11,HI,Solid D,i,,Harry's Spreadsheet,,
Cook,2012,2/18/11,IN,Solid R,i,,Harry's Spreadsheet,,
Cook,2012,2/18/11,MA,Toss-up,i,,Harry's Spreadsheet,,
Cook,2012,2/18/11,MD,Solid D,i,,Harry's Spreadsheet,,
Cook,2012,2/18/11,ME,Likely R,i,,Harry's Spreadsheet,,
Cook,2012,2/18/11,MI,Likely D,i,,Harry's Spreadsheet,,
Cook,2012,2/18/11,MN,Solid D,i,,Harry's Spreadsheet,,
Cook,2012,2/18/11,MO,Lean D,i,,Harry's Spreadsheet,,
Cook,2012,2/18/11,MS,Solid R,i,,Harry's Spreadsheet,,
Cook,2012,2/18/11,MT,Toss-up,i,,Harry's Spreadsheet,,
Cook,2012,2/18/11,ND,Toss-up,i,,Harry's Spreadsheet,,
Cook,2012,2/18/11,NE,Toss-up,i,,Harry's Spreadsheet,,
Cook,2012,2/18/11,NJ,Solid D,i,,Harry's Spreadsheet,,
Cook,2012,2/18/11,NM,Toss-up,i,,Harry's Spreadsheet,,
Cook,2012,2/18/11,NV,Toss-up,i,,Harry's Spreadsheet,,
Cook,2012,2/18/11,NY,Solid D,i,,Harry's Spreadsheet,,
Cook,2012,2/18/11,OH,Lean D,i,,Harry's Spreadsheet,,
Cook,2012,2/18/11,PA,Likely D,i,,Harry's Spreadsheet,,
Cook,2012,2/18/11,RI,Solid D,i,,Harry's Spreadsheet,,
